Datetime,AT,BE,DK,ES,FI,FR,GB,GB-NIR,IE,IT,NL,NO,PT,SE
2018-08-11 20:30:00+00:00,0.5179955703211517,0.6427766508902412,,,,,0.5721556722956392,0.5088145896656535,0.6387306753458096,,0.6107591595396473,,,
2018-08-11 20:45:00+00:00,0.5106127722406792,0.6365412065209225,,,,,,,,,0.604740787667617,,,
2018-08-11 21:00:00+00:00,0.4967700258397933,0.6279768612425813,0.47318278052223006,0.690487307399307,0.5482150476461385,0.4502709224061296,0.5397451511460928,0.49361702127659574,0.6216436126932465,0.5636304663054262,0.5965051208953648,0.45594823295171727,0.636853571838092,0.3972437683560509
2018-08-11 21:15:00+00:00,0.4854189737910668,0.6238449402749605,,,,,,,,,0.5883222468588323,,,
2018-08-11 21:30:00+00:00,0.4792358803986711,0.6103222898354744,,,,,0.5139148928435097,0.47537993920972643,0.5990642799023597,,0.5817231548938866,,,
2018-08-11 21:45:00+00:00,0.47582133628645257,0.6091202764630756,,,,,,,,,0.5713229859571323,,,
2018-08-11 22:00:00+00:00,0.47296050203026946,0.5992787919765608,0.43930839802399435,0.6534047624898631,0.5251031147774143,0.4105744401642467,0.4748877538036464,0.4522796352583587,0.5728234336859235,0.5160650232771121,0.5607644388132192,0.4477766716442675,0.5997018690517143,0.38688907297236236
2018-08-11 22:15:00+00:00,0.46391657438169065,0.5859063932086245,,,,,,,,,0.5550100306197867,,,
2018-08-11 22:30:00+00:00,0.45957918050941304,0.5838779956427015,,,,,0.45432897678730483,0.43039513677811553,0.5524816924328723,,0.5453489599831063,,,
2018-08-11 22:45:00+00:00,0.45247323735695827,0.5773420479302832,,,,,,,,,0.5374300496251716,,,
2018-08-11 23:00:00+00:00,0.4418604651162791,0.5754639020359101,0.4153140437544107,0.6190499594524856,0.51521831887356,0.3775451890107099,0.42826241070292476,0.4085106382978723,0.53173311635476,0.48259940471647716,0.5271354661598564,0.4371163099386096,0.5601421855291824,0.3784547029143761
2018-08-11 23:15:00+00:00,0.43521594684385384,0.5655472917136203,,,,,,,,,0.5225424981522543,,,
2018-08-11 23:30:00+00:00,0.4289405684754522,0.5614904965817745,,,,,0.41213894897569664,0.3884498480243161,0.5144426362896664,,0.5144124168514412,,,
2018-08-11 23:45:00+00:00,0.4274640088593577,0.558109833971903,,,,,,,,,0.5098722415795587,,,
2018-08-12 00:00:00+00:00,0.4405684754521964,0.5539779130042821,0.4033168666196189,0.5889465018553559,0.5153605461527521,0.35822080176099563,0.40341373857088325,0.37325227963525837,0.5002034174125305,0.4594749294054797,0.5063351282863477,0.430562468889995,0.5275771127164316,0.3706604412982905
